Sample_Type,Genes,Log_Fold_Expression
Col_Neg,NME2,0.707010124171144
Col_Neg,NME2,1.92001769015105
Col_Neg,NME2,0.637695406115146
Col_Neg,NME2,0.623832462503952
Col_Neg,NME2,0.159423851528788
Col_Neg,NME2,-0.214875625973582
CON,NME2,0.457477139169562
CON,NME2,-0.318847703057575
CON,NME2,0.540654800836758
CON,NME2,1.17835020695191
CON,NME2,0.894159862922329
CON,NME2,0.748598955004742
CON,NME2,0.949611637367126
CON,NME2,0.395093892919169
CON,NME2,1.38629436111989
CON,NME2,1.85070297209505
CON,NME2,1.53878674084308
CON,NME2,0.554517744447954
CON,NME2,0.679284236948749
CON,NME2,-0.22180709777918
CON,NME2,0.797119257643936
CON,NME2,0.651558349726347
CON,NME2,0.554517744447957
CON,NME2,0.443614195558363
CON,NME2,0.804050729449534
CON,NME2,1.09517254528471
CON,NME2,0.838708088477534
CON,NME2,0.935748693755925
CON,NME2,0.63076393430955
CON,NME2,-0.422819780141569
CON,NME2,1.68434764876067
CON,NME2,0.935748693755925
CON,NME2,0.679284236948744
CON,NME2,0.37429947750237
CON,NME2,-0.374299477502372
CON,NME2,1.97546946459584
CON,NME2,0.505997441808758
CON,NME2,0.700078652365543
CON,NME2,1.78831972584466
CON,NME2,0.568380688059158
CON,NME2,1.42095172014789
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,-0.786722049935537
CRC,COL11A1,40
CRC,COL11A1,0.786722049935537
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
CRC,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
AA,COL11A1,40
Col_Neg,COL11A1,40
Col_Neg,COL11A1,40
Col_Neg,COL11A1,40
Col_Neg,COL11A1,40
Col_Neg,COL11A1,40
Col_Neg,COL11A1,40
Col_Neg,COL11A1,40
Col_Neg,COL11A1,40
Col_Neg,COL11A1,40
Col_Neg,COL11A1,40
Col_Neg,COL11A1,40
Col_Neg,COL11A1,40
Col_Neg,COL11A1,40
Col_Neg,COL11A1,40
Col_Neg,COL11A1,40
Col_Neg,COL11A1,40
Col_Neg,COL11A1,40
Col_Neg,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CON,COL11A1,40
CRC,TRIB3,0.339642118474373
CRC,TRIB3,0.103972077083994
CRC,TRIB3,40
CRC,TRIB3,1.40708877653669
CRC,TRIB3,1.73979942320546
CRC,TRIB3,40
CRC,TRIB3,1.3239111148695
CRC,TRIB3,40
CRC,TRIB3,0.381230949307969
CRC,TRIB3,40
CRC,TRIB3,-0.0485203026391927
CRC,TRIB3,-0.298053287640773
CRC,TRIB3,40
CRC,TRIB3,-0.00693147180559932
CRC,TRIB3,1.39322583292549
CRC,TRIB3,40
CRC,TRIB3,1.44867760737029
CRC,TRIB3,-0.318847703057574
CRC,TRIB3,0.505997441808759
CRC,TRIB3,0.00693147180559931
CRC,TRIB3,-0.166355323334387
CRC,TRIB3,-0.686215708754346
CRC,TRIB3,0.734736011393542
CRC,TRIB3,0.783256314032739
CRC,TRIB3,-1.69821059237186
CRC,TRIB3,-1.3100481712583
CRC,TRIB3,-1.35856847389749
CRC,TRIB3,-1.2684593404247
CRC,TRIB3,-0.214875625973586
CRC,TRIB3,0.790187785838337
CRC,TRIB3,40
CRC,TRIB3,-0.367368005696771
CRC,TRIB3,-1.03972077083992
AA,TRIB3,0.332710646668773
AA,TRIB3,40
AA,TRIB3,0.89415986292233
AA,TRIB3,1.01199488361752
AA,TRIB3,-0.852571032088734
AA,TRIB3,1.47640349459269
AA,TRIB3,-0.734736011393542
AA,TRIB3,40
AA,TRIB3,-1.07437812986792
AA,TRIB3,3.27165469224294
AA,TRIB3,40
AA,TRIB3,40
AA,TRIB3,40
AA,TRIB3,40
AA,TRIB3,0.804050729449535
AA,TRIB3,-0.138629436111987
AA,TRIB3,0.838708088477536
AA,TRIB3,40
AA,TRIB3,-0.0762461898615899
AA,TRIB3,0.901091334727931
AA,TRIB3,-1.85070297209505
AA,TRIB3,40
AA,TRIB3,40
AA,TRIB3,-0.284190344029579
AA,TRIB3,1.62196440251027
AA,TRIB3,0.651558349726348
AA,TRIB3,-1.85070297209505
AA,TRIB3,-0.339642118474373
Col_Neg,TRIB3,0.228738569584784
Col_Neg,TRIB3,-1.31004817125829
Col_Neg,TRIB3,-0.325779174863175
Col_Neg,TRIB3,40
Col_Neg,TRIB3,0.0831776616671929
Col_Neg,TRIB3,40
Col_Neg,TRIB3,40
Col_Neg,TRIB3,40
Col_Neg,TRIB3,-0.360436533891173
Col_Neg,TRIB3,-0.589175103475953
Col_Neg,TRIB3,0.0138629436112024
Col_Neg,TRIB3,-0.596106575281551
Col_Neg,TRIB3,-1.53878674084308
Col_Neg,TRIB3,40
Col_Neg,TRIB3,0.0346573590279965
Col_Neg,TRIB3,-0.0207944154167954
Col_Neg,TRIB3,-1.2615278686191
Col_Neg,TRIB3,-1.37243141750869
CON,TRIB3,-1.2892537558415
CON,TRIB3,-1.17141873514631
CON,TRIB3,0.339642118474376
CON,TRIB3,0.124766492500789
CON,TRIB3,-0.291121815835177
CON,TRIB3,-0.977337524589519
CON,TRIB3,-0.284190344029576
CON,TRIB3,-0.561449216253556
CON,TRIB3,0.311916231251976
CON,TRIB3,0.838708088477533
CON,TRIB3,-1.43481466375909
CON,TRIB3,-0.73473601139354
CON,TRIB3,-0.86643397569993
CON,TRIB3,40
CON,TRIB3,2.86962932751818
CON,TRIB3,40
CON,TRIB3,1.51106085362068
CON,TRIB3,0.485203026391962
CON,TRIB3,-0.436682723752766
CON,TRIB3,40
CON,TRIB3,-0.901091334727926
CON,TRIB3,-1.71900500778866
CON,TRIB3,-0.110903548889593
CON,TRIB3,40
CON,TRIB3,-0.478271554586362
CON,TRIB3,0.110903548889592
CON,TRIB3,-0.47827155458636
CON,TRIB3,-0.561449216253556
CON,TRIB3,40
CON,TRIB3,1.03278929903432
CON,TRIB3,-0.367368005696771
CON,TRIB3,-0.76246189861594
CON,TRIB3,-0.547586272642355
CON,TRIB3,-1.13676137611831
CON,TRIB3,0.0831776616671929
CRC,SIM2,-0.277258872223977
CRC,SIM2,-0.852571032088731
CRC,SIM2,2.98053287640777
CRC,SIM2,40
CRC,SIM2,3.23699733321495
CRC,SIM2,-0.783256314032735
CRC,SIM2,1.37936288931429
CRC,SIM2,40
CRC,SIM2,-0.894159862922329
CRC,SIM2,0.374299477502372
CRC,SIM2,-0.429751251947164
CRC,SIM2,40
CRC,SIM2,40
CRC,SIM2,-0.00693147180560055
CRC,SIM2,0.720873067782345
CRC,SIM2,40
CRC,SIM2,0.700078652365546
CRC,SIM2,40
CRC,SIM2,-3.66674858516211
CRC,SIM2,40
CRC,SIM2,1.49719791000948
CRC,SIM2,-1.10903548889591
CRC,SIM2,0.422819780141569
CRC,SIM2,0.727804539587941
CRC,SIM2,40
CRC,SIM2,40
CRC,SIM2,40
CRC,SIM2,40
CRC,SIM2,0
CRC,SIM2,-0.0346573590279953
CRC,SIM2,40
CRC,SIM2,40
CRC,SIM2,40
AA,SIM2,40
AA,SIM2,40
AA,SIM2,40
AA,SIM2,1.57344409987108
AA,SIM2,40
AA,SIM2,40
AA,SIM2,-0.298053287640774
AA,SIM2,40
AA,SIM2,40
AA,SIM2,40
AA,SIM2,40
AA,SIM2,40
AA,SIM2,40
AA,SIM2,40
AA,SIM2,0.831776616671934
AA,SIM2,40
AA,SIM2,40
AA,SIM2,40
AA,SIM2,0.526791857225562
AA,SIM2,0.263395928612781
AA,SIM2,0.700078652365546
AA,SIM2,40
AA,SIM2,40
AA,SIM2,40
AA,SIM2,40
AA,SIM2,40
AA,SIM2,40
AA,SIM2,-0.963474580978324
Col_Neg,SIM2,40
Col_Neg,SIM2,40
Col_Neg,SIM2,40
Col_Neg,SIM2,40
Col_Neg,SIM2,40
Col_Neg,SIM2,40
Col_Neg,SIM2,0.81098220125514
Col_Neg,SIM2,40
Col_Neg,SIM2,2.23193392140303
Col_Neg,SIM2,1.89922327473425
Col_Neg,SIM2,40
Col_Neg,SIM2,40
Col_Neg,SIM2,40
Col_Neg,SIM2,40
Col_Neg,SIM2,40
Col_Neg,SIM2,40
Col_Neg,SIM2,40
Col_Neg,SIM2,0.693147180559945
CON,SIM2,40
CON,SIM2,40
CON,SIM2,40
CON,SIM2,40
CON,SIM2,40
CON,SIM2,40
CON,SIM2,40
CON,SIM2,2.15568773154143
CON,SIM2,40
CON,SIM2,40
CON,SIM2,0.596106575281553
CON,SIM2,40
CON,SIM2,40
CON,SIM2,40
CON,SIM2,40
CON,SIM2,40
CON,SIM2,40
CON,SIM2,40
CON,SIM2,40
CON,SIM2,40
CON,SIM2,40
CON,SIM2,40
CON,SIM2,-0.325779174863176
CON,SIM2,40
CON,SIM2,40
CON,SIM2,40
CON,SIM2,40
CON,SIM2,40
CON,SIM2,40
CON,SIM2,2.20420803418063
CON,SIM2,0.637695406115148
CON,SIM2,1.49026643820388
CON,SIM2,40
CON,SIM2,1.73979942320547
CON,SIM2,40
CRC,MMP3,0.582243631670354
CRC,MMP3,40
CRC,MMP3,40
CRC,MMP3,0.38123094930797
CRC,MMP3,40
CRC,MMP3,40
CRC,MMP3,0.561449216253555
CRC,MMP3,40
CRC,MMP3,40
CRC,MMP3,40
CRC,MMP3,-1.14369284792391
CRC,MMP3,40
CRC,MMP3,-0.0901091334727946
CRC,MMP3,40
CRC,MMP3,-0.291121815835178
CRC,MMP3,40
CRC,MMP3,-1.46254055098148
CRC,MMP3,40
CRC,MMP3,1.2060760941743
CRC,MMP3,40
CRC,MMP3,40
CRC,MMP3,0.0762461898615936
CRC,MMP3,0.395093892919169
CRC,MMP3,0.859502503894331
CRC,MMP3,40
CRC,MMP3,40
CRC,MMP3,40
CRC,MMP3,40
CRC,MMP3,40
CRC,MMP3,-0.637695406115151
CRC,MMP3,40
CRC,MMP3,-1.17835020695191
CRC,MMP3,-0.0762461898615936
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
AA,MMP3,40
Col_Neg,MMP3,40
Col_Neg,MMP3,40
Col_Neg,MMP3,40
Col_Neg,MMP3,40
Col_Neg,MMP3,40
Col_Neg,MMP3,40
Col_Neg,MMP3,40
Col_Neg,MMP3,40
Col_Neg,MMP3,40
Col_Neg,MMP3,40
Col_Neg,MMP3,40
Col_Neg,MMP3,40
Col_Neg,MMP3,40
Col_Neg,MMP3,40
Col_Neg,MMP3,40
Col_Neg,MMP3,40
Col_Neg,MMP3,40
Col_Neg,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,-4.67181199697403
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CON,MMP3,40
CRC,MMP1,0.845639560283132
CRC,MMP1,0
CRC,MMP1,40
CRC,MMP1,0.478271554586363
CRC,MMP1,-0.790187785838336
CRC,MMP1,-3.41721560016053
CRC,MMP1,0.720873067782345
CRC,MMP1,-1.89229180292865
CRC,MMP1,-1.55958115625988
CRC,MMP1,0.436682723752767
CRC,MMP1,-0.914954278339126
CRC,MMP1,-0.173286795139986
CRC,MMP1,0
CRC,MMP1,-1.13676137611831
CRC,MMP1,0.235670041390384
CRC,MMP1,-1.09517254528471
CRC,MMP1,0.0207944154167967
CRC,MMP1,-0.928817221950329
CRC,MMP1,0.852571032088731
CRC,MMP1,-1.40708877653669
CRC,MMP1,0.12476649250079
CRC,MMP1,0.519860385419959
CRC,MMP1,0.859502503894331
CRC,MMP1,1.2684593404247
CRC,MMP1,-2.10023595709664
CRC,MMP1,-1.98240093640144
CRC,MMP1,40
CRC,MMP1,-1.2199390377855
CRC,MMP1,-0.478271554586363
CRC,MMP1,0.436682723752765
CRC,MMP1,40
CRC,MMP1,1.12982990431271
CRC,MMP1,0.124766492500792
AA,MMP1,-3.43107854377173
AA,MMP1,40
AA,MMP1,-1.46947202278708
AA,MMP1,-0.693147180559948
AA,MMP1,0.145560907917589
AA,MMP1,-2.41215218834861
AA,MMP1,-1.97546946459585
AA,MMP1,-1.45560907917588
AA,MMP1,-2.87656079932377
AA,MMP1,40
AA,MMP1,-1.89229180292865
AA,MMP1,40
AA,MMP1,-0.658489821531948
AA,MMP1,-0.776324842227139
AA,MMP1,-1.37243141750869
AA,MMP1,-2.10716742890224
AA,MMP1,40
AA,MMP1,-2.82110902487898
AA,MMP1,-1.19914462236871
AA,MMP1,-2.00319535181824
AA,MMP1,40
AA,MMP1,40
AA,MMP1,-0.831776616671934
AA,MMP1,40
AA,MMP1,0.367368005696769
AA,MMP1,1.06051518625672
AA,MMP1,0.90802280653353
AA,MMP1,-0.589175103475954
Col_Neg,MMP1,40
Col_Neg,MMP1,40
Col_Neg,MMP1,-3.8123094930797
Col_Neg,MMP1,40
Col_Neg,MMP1,40
Col_Neg,MMP1,-0.970406052783925
Col_Neg,MMP1,0.582243631670356
Col_Neg,MMP1,-1.19914462236871
Col_Neg,MMP1,-0.942680165561525
Col_Neg,MMP1,-1.62889587431587
Col_Neg,MMP1,-0.942680165561525
Col_Neg,MMP1,-0.845639560283133
Col_Neg,MMP1,40
Col_Neg,MMP1,-0.284190344029578
Col_Neg,MMP1,-0.298053287640776
Col_Neg,MMP1,-1.80218266945586
Col_Neg,MMP1,-1.45560907917588
Col_Neg,MMP1,-1.94774357737345
CON,MMP1,-0.221807097779183
CON,MMP1,-1.48333496639829
CON,MMP1,-2.01705829542944
CON,MMP1,-1.52492379723188
CON,MMP1,-0.755530426810338
CON,MMP1,-3.56277650807812
CON,MMP1,-2.01012682362384
CON,MMP1,-0.984268996395123
CON,MMP1,40
CON,MMP1,40
CON,MMP1,-1.66355323334387
CON,MMP1,40
CON,MMP1,-1.97546946459585
CON,MMP1,40
CON,MMP1,-1.37936288931429
CON,MMP1,-0.194081210556786
CON,MMP1,40
CON,MMP1,0.422819780141564
CON,MMP1,-1.39322583292549
CON,MMP1,-2.25272833681982
CON,MMP1,40
CON,MMP1,-1.88536033112305
CON,MMP1,-0.194081210556786
CON,MMP1,-2.37056335751501
CON,MMP1,40
CON,MMP1,40
CON,MMP1,-0.0831776616671916
CON,MMP1,-2.34283747029262
CON,MMP1,40
CON,MMP1,-0.720873067782345
CON,MMP1,-1.20607609417431
CON,MMP1,0.78325631403274
CON,MMP1,40
CON,MMP1,-0.25646445680718
CON,MMP1,0.0554517744447945
CRC,CXCL8,2.39828924473741
CRC,CXCL8,0.360436533891174
CRC,CXCL8,-1.98240093640144
CRC,CXCL8,1.17141873514631
CRC,CXCL8,2.88349227112937
CRC,CXCL8,-2.85576638390697
CRC,CXCL8,0.894159862922331
CRC,CXCL8,-0.0901091334727922
CRC,CXCL8,-2.66168517335019
CRC,CXCL8,1.11596696070151
CRC,CXCL8,-0.298053287640774
CRC,CXCL8,-0.609969518892751
CRC,CXCL8,0.901091334727929
CRC,CXCL8,0.457477139169564
CRC,CXCL8,0
CRC,CXCL8,-0.589175103475952
CRC,CXCL8,0.110903548889591
CRC,CXCL8,0.0901091334727946
CRC,CXCL8,-0.408956836530368
CRC,CXCL8,-2.88349227112937
CRC,CXCL8,-0.402025364724767
CRC,CXCL8,2.4814669064046
CRC,CXCL8,1.77445678223346
CRC,CXCL8,2.5230557372382
CRC,CXCL8,-0.866433975699932
CRC,CXCL8,-0.291121815835178
CRC,CXCL8,-1.68434764876067
CRC,CXCL8,-0.776324842227139
CRC,CXCL8,0.194081210556786
CRC,CXCL8,2.94587551737977
CRC,CXCL8,-0.797119257643936
CRC,CXCL8,2.37056335751501
CRC,CXCL8,-0.415888308335966
AA,CXCL8,1.53185526903748
AA,CXCL8,-0.450545667363964
AA,CXCL8,-3.17461408696455
AA,CXCL8,-1.94774357737345
AA,CXCL8,1.60116998709347
AA,CXCL8,-3.92321304196929
AA,CXCL8,-2.81417755307338
AA,CXCL8,-4.15888308335967
AA,CXCL8,-4.22126632961007
AA,CXCL8,0.970406052783922
AA,CXCL8,-4.90748203836441
AA,CXCL8,-4.18660897058207
AA,CXCL8,-0.38123094930797
AA,CXCL8,0.242601513195982
AA,CXCL8,-3.09836789710296
AA,CXCL8,-3.34096941029894
AA,CXCL8,-4.93520792558681
AA,CXCL8,-3.91628157016369
AA,CXCL8,-3.63209122613411
AA,CXCL8,-3.32710646668774
AA,CXCL8,-3.90241862655249
AA,CXCL8,-2.4606724909878
AA,CXCL8,-2.95973846099097
AA,CXCL8,-2.5230557372382
AA,CXCL8,0.935748693755927
AA,CXCL8,-1.3239111148695
AA,CXCL8,-1.44174613556469
AA,CXCL8,-0.471340082780763
Col_Neg,CXCL8,-1.92694916195665
Col_Neg,CXCL8,-3.38255824113253
Col_Neg,CXCL8,-3.25086027682614
Col_Neg,CXCL8,-1.44174613556469
Col_Neg,CXCL8,-3.35483235391014
Col_Neg,CXCL8,-2.80724608126778
Col_Neg,CXCL8,-2.89735521474057
Col_Neg,CXCL8,-0.173286795139986
Col_Neg,CXCL8,-3.7360633032181
Col_Neg,CXCL8,-4.45000489919485
Col_Neg,CXCL8,-2.4953298500158
Col_Neg,CXCL8,-2.39135777293181
Col_Neg,CXCL8,-2.30124863945902
Col_Neg,CXCL8,-1.01892635542312
Col_Neg,CXCL8,-2.06557859806864
Col_Neg,CXCL8,0.623832462503952
Col_Neg,CXCL8,-1.2545963968135
Col_Neg,CXCL8,-2.15568773154143
CON,CXCL8,0.984268996395123
CON,CXCL8,-2.43987807557101
CON,CXCL8,-2.05864712626304
CON,CXCL8,-0.804050729449537
CON,CXCL8,-3.29938057946534
CON,CXCL8,-0.166355323334386
CON,CXCL8,-2.32204305487582
CON,CXCL8,-2.28738569584782
CON,CXCL8,-3.99945923183089
CON,CXCL8,-4.95600234100361
CON,CXCL8,-2.63395928612779
CON,CXCL8,-4.29751251947166
CON,CXCL8,-2.36363188570941
CON,CXCL8,-2.578507511683
CON,CXCL8,-0.769393370421539
CON,CXCL8,-3.07064200988055
CON,CXCL8,-3.16768261515895
CON,CXCL8,-0.117835020695192
CON,CXCL8,-2.88349227112937
CON,CXCL8,-4.69953788419642
CON,CXCL8,-4.51238814544524
CON,CXCL8,-1.80911414126146
CON,CXCL8,1.05358371445112
CON,CXCL8,-2.72406841960058
CON,CXCL8,-3.92321304196929
CON,CXCL8,-0.727804539587941
CON,CXCL8,-3.42414707196613
CON,CXCL8,-1.79525119765026
CON,CXCL8,-4.08263689349808
CON,CXCL8,2.73793136321178
CON,CXCL8,-2.77258872223978
CON,CXCL8,-5.46199978281237
CON,CXCL8,-3.98559628821968
CON,CXCL8,2.44249065417534e-15
CON,CXCL8,-2.07251006987424
CRC,REG1A,-1.53185526903748
CRC,REG1A,-2.4883983782102
CRC,REG1A,1.85070297209506
CRC,REG1A,1.09517254528471
CRC,REG1A,0.249532985001582
CRC,REG1A,-1.93388063376224
CRC,REG1A,-2.97360140460216
CRC,REG1A,0.797119257643936
CRC,REG1A,-0.110903548889591
CRC,REG1A,-1.09517254528471
CRC,REG1A,0.540654800836758
CRC,REG1A,0.00693147180560063
CRC,REG1A,1.52492379723188
CRC,REG1A,-0.110903548889591
CRC,REG1A,-1.2407334532023
CRC,REG1A,2.72406841960058
CRC,REG1A,0.173286795139986
CRC,REG1A,0.443614195558365
CRC,REG1A,0.37429947750237
CRC,REG1A,-0.436682723752762
CRC,REG1A,1.2823222840359
CRC,REG1A,-0.665421293337546
CRC,REG1A,0.242601513195982
CRC,REG1A,-0.575312159864756
CRC,REG1A,40
CRC,REG1A,0.00693147180559798
CRC,REG1A,0
CRC,REG1A,0.492134498197562
CRC,REG1A,-2.01705829542944
CRC,REG1A,-0.388162421113568
CRC,REG1A,40
CRC,REG1A,-0.402025364724767
CRC,REG1A,-2.09330448529103
AA,REG1A,-0.790187785838338
AA,REG1A,-2.32897452668142
AA,REG1A,-0.658489821531945
AA,REG1A,-2.02398976723504
AA,REG1A,-0.311916231251972
AA,REG1A,-2.03785271084624
AA,REG1A,-2.474535434599
AA,REG1A,-1.33084258667509
AA,REG1A,-2.5646445680718
AA,REG1A,-0.512928913614361
AA,REG1A,-1.44867760737029
AA,REG1A,40
AA,REG1A,-1.06051518625671
AA,REG1A,-0.110903548889591
AA,REG1A,-0.928817221950324
AA,REG1A,-2.16955067515263
AA,REG1A,40
AA,REG1A,-0.201012682362384
AA,REG1A,-2.21113950598622
AA,REG1A,-0.201012682362381
AA,REG1A,0.166355323334388
AA,REG1A,40
AA,REG1A,2.5577130962662
AA,REG1A,1.76752531042786
AA,REG1A,40
AA,REG1A,1.41402024834229
AA,REG1A,2.45374101918221
AA,REG1A,-1.41402024834229
Col_Neg,REG1A,-0.783256314032738
Col_Neg,REG1A,0.415888308335971
Col_Neg,REG1A,-0.859502503894331
Col_Neg,REG1A,1.42788319195349
Col_Neg,REG1A,-0.24953298500158
Col_Neg,REG1A,-0.429751251947167
Col_Neg,REG1A,2.88349227112938
Col_Neg,REG1A,-0.173286795139984
Col_Neg,REG1A,1.53185526903748
Col_Neg,REG1A,0.298053287640776
Col_Neg,REG1A,1.36549994570309
Col_Neg,REG1A,-0.505997441808758
Col_Neg,REG1A,-0.38123094930797
Col_Neg,REG1A,-0.554517744447952
Col_Neg,REG1A,2.89735521474057
Col_Neg,REG1A,0.492134498197564
Col_Neg,REG1A,1.49026643820388
Col_Neg,REG1A,-1.37243141750869
CON,REG1A,40
CON,REG1A,-0.110903548889591
CON,REG1A,1.60116998709348
CON,REG1A,-1.05358371445112
CON,REG1A,0.0970406052783927
CON,REG1A,-1.50412938181508
CON,REG1A,1.02585782722872
CON,REG1A,0.415888308335968
CON,REG1A,40
CON,REG1A,-0.22180709777918
CON,REG1A,0.346573590279975
CON,REG1A,-1.58730704348227
CON,REG1A,0.790187785838338
CON,REG1A,1.43481466375909
CON,REG1A,-2.08637301348543
CON,REG1A,1.55264968445428
CON,REG1A,0.304984759446377
CON,REG1A,0.783256314032738
CON,REG1A,0.727804539587945
CON,REG1A,-0.138629436111989
CON,REG1A,-0.824845144866333
CON,REG1A,0.339642118474377
CON,REG1A,0.741667483199142
CON,REG1A,-1.15062431972951
CON,REG1A,40
CON,REG1A,0.103972077083993
CON,REG1A,1.78138825403906
CON,REG1A,-1.94774357737345
CON,REG1A,40
CON,REG1A,-0.395093892919167
CON,REG1A,0.131697964306388
CON,REG1A,0.596106575281553
CON,REG1A,0.318847703057575
CON,REG1A,1.19914462236871
CON,REG1A,2.23886539320863
CRC,KRT80,-2.87656079932377
CRC,KRT80,-2.66861664515579
CRC,KRT80,4.21433485780447
CRC,KRT80,0.138629436111992
CRC,KRT80,1.70514206417747
CRC,KRT80,-0.949611637367122
CRC,KRT80,-1.55264968445427
CRC,KRT80,40
CRC,KRT80,-0.0207944154167979
CRC,KRT80,-1.64275881792707
CRC,KRT80,-1.40708877653669
CRC,KRT80,-2.39135777293181
CRC,KRT80,0.311916231251976
CRC,KRT80,-0.0762461898615948
CRC,KRT80,0.582243631670355
CRC,KRT80,0.658489821531951
CRC,KRT80,0.381230949307972
CRC,KRT80,-0.332710646668773
CRC,KRT80,0.339642118474373
CRC,KRT80,0.207944154167985
CRC,KRT80,2.5161242654326
CRC,KRT80,-0.949611637367125
CRC,KRT80,2.31511158307022
CRC,KRT80,1.2476649250079
CRC,KRT80,-0.935748693755926
CRC,KRT80,1.04665224264552
CRC,KRT80,-0.353505062085572
CRC,KRT80,3.00825876363016
CRC,KRT80,-0.499065970003158
CRC,KRT80,0.402025364724768
CRC,KRT80,0.020794415416798
CRC,KRT80,-1.1852816787575
CRC,KRT80,-1.14369284792391
AA,KRT80,2.46067249098781
AA,KRT80,0.665421293337552
AA,KRT80,1.21993903778551
AA,KRT80,1.37936288931429
AA,KRT80,0.963474580978323
AA,KRT80,-0.45054566736396
AA,KRT80,-0.242601513195978
AA,KRT80,0.89415986292233
AA,KRT80,-1.05358371445112
AA,KRT80,2.89042374293497
AA,KRT80,-0.201012682362382
AA,KRT80,40
AA,KRT80,-1.71900500778867
AA,KRT80,-1.2823222840359
AA,KRT80,1.51799232542628
AA,KRT80,-0.651558349726346
AA,KRT80,-0.32577917486317
AA,KRT80,0.609969518892752
AA,KRT80,0.221807097779184
AA,KRT80,-0.145560907917588
AA,KRT80,2.28738569584782
AA,KRT80,2.6547537015446
AA,KRT80,3.99252776002528
AA,KRT80,1.93388063376225
AA,KRT80,2.71713694779499
AA,KRT80,1.69821059237187
AA,KRT80,0.173286795139988
AA,KRT80,0.0207944154168004
Col_Neg,KRT80,0.00693147180560416
Col_Neg,KRT80,0.103972077083997
Col_Neg,KRT80,0.963474580978326
Col_Neg,KRT80,3.41721560016053
Col_Neg,KRT80,2.647822229739
Col_Neg,KRT80,1.2892537558415
Col_Neg,KRT80,1.94774357737345
Col_Neg,KRT80,1.67048470514947
Col_Neg,KRT80,3.25086027682615
Col_Neg,KRT80,3.13995672793656
Col_Neg,KRT80,2.5161242654326
Col_Neg,KRT80,0.533723329031159
Col_Neg,KRT80,0.485203026391965
Col_Neg,KRT80,1.67048470514947
